Entry	Entry name	Cross-reference (STRING)
P28222	5HT1B_HUMAN	9606.ENSP00000358963;
Q9H2F3	3BHS7_HUMAN	9606.ENSP00000297679;
P50406	5HT6R_HUMAN	9606.ENSP00000289753;
U3KPV4	A3LT2_HUMAN	9606.ENSP00000475261;
Q6UXT9	ABH15_HUMAN	9606.ENSP00000302657;
Q9UH17	ABC3B_HUMAN	9606.ENSP00000327459;
Q9UG63	ABCF2_HUMAN	9606.ENSP00000222388;
Q96I13	ABHD8_HUMAN	9606.ENSP00000247706;
Q14738	2A5D_HUMAN	9606.ENSP00000417963;
Q13362	2A5G_HUMAN	9606.ENSP00000412324;
Q4AC99	1A1L2_HUMAN	9606.ENSP00000368109;
P08908	5HT1A_HUMAN	9606.ENSP00000316244;
P28566	5HT1E_HUMAN	9606.ENSP00000307766;
P02750	A2GL_HUMAN	9606.ENSP00000302621;
P47898	5HT5A_HUMAN	9606.ENSP00000287907;
P28223	5HT2A_HUMAN	9606.ENSP00000437737;
P22760	AAAD_HUMAN	9606.ENSP00000232892;
P30542	AA1R_HUMAN	9606.ENSP00000356205;
Q9H172	ABCG4_HUMAN	9606.ENSP00000481728;
Q9H222	ABCG5_HUMAN	9606.ENSP00000260645;
P00519	ABL1_HUMAN	9606.ENSP00000361423;
Q9ULW3	ABT1_HUMAN	9606.ENSP00000274849;
Q9HC16	ABC3G_HUMAN	9606.ENSP00000385057;
Q8WTS1	ABHD5_HUMAN	9606.ENSP00000390849;
Q9NX38	ABITM_HUMAN	9606.ENSP00000363753;
O95477	ABCA1_HUMAN	9606.ENSP00000363868;
P31947	1433S_HUMAN	9606.ENSP00000340989;
P63151	2ABA_HUMAN	9606.ENSP00000325074;
P14060	3BHS1_HUMAN	9606.ENSP00000358421;
P49902	5NTC_HUMAN	9606.ENSP00000339479;
A8K2U0	A2ML1_HUMAN	9606.ENSP00000299698;
P52209	6PGD_HUMAN	9606.ENSP00000270776;
Q9Y235	ABEC2_HUMAN	9606.ENSP00000244669;
P33897	ABCD1_HUMAN	9606.ENSP00000218104;
Q96IU4	ABHEB_HUMAN	9606.ENSP00000420065;
P42684	ABL2_HUMAN	9606.ENSP00000427562;
Q9P1F3	ABRAL_HUMAN	9606.ENSP00000356632;
Q6NTF7	ABC3H_HUMAN	9606.ENSP00000385741;
Q15018	ABRX2_HUMAN	9606.ENSP00000298492;
Q9BR61	ACBD6_HUMAN	9606.ENSP00000356567;
Q15173	2A5B_HUMAN	9606.ENSP00000164133;
P62258	1433E_HUMAN	9606.ENSP00000264335;
O95264	5HT3B_HUMAN	9606.ENSP00000260191;
P01023	A2MG_HUMAN	9606.ENSP00000323929;
Q9H7C9	AAMDC_HUMAN	9606.ENSP00000431808;
P01011	AACT_HUMAN	9606.ENSP00000450540;
Q8N961	ABTB2_HUMAN	9606.ENSP00000410157;
P26439	3BHS2_HUMAN	9606.ENSP00000445122;
P28335	5HT2C_HUMAN	9606.ENSP00000276198;
Q4UJ75	A20A4_HUMAN	9606.ENSP00000349891;
Q9UGI9	AAKG3_HUMAN	9606.ENSP00000397133;
Q8NHS2	AATC2_HUMAN	9606.ENSP00000303077;
P17174	AATC_HUMAN	9606.ENSP00000359539;
Q7Z5M8	AB12B_HUMAN	9606.ENSP00000336693;
P30154	2AAB_HUMAN	9606.ENSP00000311344;
P01911	2B1F_HUMAN	9606.ENSP00000353099;
Q13542	4EBP2_HUMAN	9606.ENSP00000362314;
O95336	6PGL_HUMAN	9606.ENSP00000252603;
Q676U5	A16L1_HUMAN	9606.ENSP00000375872;
P19652	A1AG2_HUMAN	9606.ENSP00000394936;
P46098	5HT3A_HUMAN	9606.ENSP00000347754;
P08697	A2AP_HUMAN	9606.ENSP00000321853;
Q8WXA8	5HT3C_HUMAN	9606.ENSP00000322617;
Q70Z44	5HT3D_HUMAN	9606.ENSP00000371929;
Q5TYW2	A20A1_HUMAN	9606.ENSP00000477695;
P34969	5HT7R_HUMAN	9606.ENSP00000337949;
Q9BXI3	5NT1A_HUMAN	9606.ENSP00000235628;
O43741	AAKB2_HUMAN	9606.ENSP00000254101;
Q9Y312	AAR2_HUMAN	9606.ENSP00000363043;
P41238	ABEC1_HUMAN	9606.ENSP00000229304;
Q13131	AAPK1_HUMAN	9606.ENSP00000346148;
Q9BTE6	AASD1_HUMAN	9606.ENSP00000400870;
P30153	2AAA_HUMAN	9606.ENSP00000324804;
P27348	1433T_HUMAN	9606.ENSP00000371267;
Q04917	1433F_HUMAN	9606.ENSP00000248975;
Q9Y3L3	3BP1_HUMAN	9606.ENSP00000350018;
O60239	3BP5_HUMAN	9606.ENSP00000373301;
P08195	4F2_HUMAN	9606.ENSP00000367123;
P41595	5HT2B_HUMAN	9606.ENSP00000258400;
P01009	A1AT_HUMAN	9606.ENSP00000416066;
Q5VUR7	A20A3_HUMAN	9606.ENSP00000482325;
O95342	ABCBB_HUMAN	9606.ENSP00000263817;
Q8N5Z0	AADAT_HUMAN	9606.ENSP00000423190;
Q8N2K0	ABD12_HUMAN	9606.ENSP00000365725;
P61981	1433G_HUMAN	9606.ENSP00000306330;
P04439	1A03_HUMAN	9606.ENSP00000379873;
Q15172	2A5A_HUMAN	9606.ENSP00000261461;
Q9H0P0	5NT3A_HUMAN	9606.ENSP00000484415;
P11171	41_HUMAN	9606.ENSP00000345259;
Q13639	5HT4R_HUMAN	9606.ENSP00000353915;
Q96GX2	A7L3B_HUMAN	9606.ENSP00000430000;
P36639	8ODP_HUMAN	9606.ENSP00000380241;
Q6PCB6	AB17C_HUMAN	9606.ENSP00000258884;
Q9Y478	AAKB1_HUMAN	9606.ENSP00000229328;
Q00005	2ABB_HUMAN	9606.ENSP00000377936;
Q969T7	5NT3B_HUMAN	9606.ENSP00000389948;
Q8NAA4	A16L2_HUMAN	9606.ENSP00000326340;
Q6PD74	AAGAB_HUMAN	9606.ENSP00000261880;
P06280	AGAL_HUMAN	9606.ENSP00000218516;
Q8N157	AHI1_HUMAN	9606.ENSP00000356774;
P35869	AHR_HUMAN	9606.ENSP00000242057;
Q8TD30	ALAT2_HUMAN	9606.ENSP00000345282;
P49189	AL9A1_HUMAN	9606.ENSP00000346827;
Q495B1	AKD1A_HUMAN	9606.ENSP00000325895;
P05091	ALDH2_HUMAN	9606.ENSP00000261733;
P52895	AK1C2_HUMAN	9606.ENSP00000370129;
Q6GMV1	ALG1L_HUMAN	9606.ENSP00000482705;
Q96L96	ALPK3_HUMAN	9606.ENSP00000258888;
Q9UM73	ALK_HUMAN	9606.ENSP00000373700;
Q8N944	AMER3_HUMAN	9606.ENSP00000392700;
Q2TAA5	ALG11_HUMAN	9606.ENSP00000430236;
Q16671	AMHR2_HUMAN	9606.ENSP00000257863;
P15144	AMPN_HUMAN	9606.ENSP00000300060;
Q09666	AHNK_HUMAN	9606.ENSP00000367263;
Q7Z591	AKNA_HUMAN	9606.ENSP00000303769;
Q5T1N1	AKND1_HUMAN	9606.ENSP00000359018;
Q9ULX6	AKP8L_HUMAN	9606.ENSP00000380557;
Q92667	AKAP1_HUMAN	9606.ENSP00000478212;
Q92685	ALG3_HUMAN	9606.ENSP00000380793;
O75891	AL1L1_HUMAN	9606.ENSP00000273450;
Q86TB3	ALPK2_HUMAN	9606.ENSP00000354991;
P55789	ALR_HUMAN	9606.ENSP00000248114;
Q9H4A4	AMPB_HUMAN	9606.ENSP00000295640;
Q8IZ07	AN13A_HUMAN	9606.ENSP00000261739;
Q96LA8	ANM6_HUMAN	9606.ENSP00000359095;
Q8IZF4	AGRG5_HUMAN	9606.ENSP00000342981;
Q5T601	AGRF1_HUMAN	9606.ENSP00000360299;
Q8IWK6	AGRA3_HUMAN	9606.ENSP00000334952;
Q12904	AIMP1_HUMAN	9606.ENSP00000378191;
Q9H553	ALG2_HUMAN	9606.ENSP00000417764;
C9JRZ8	AK1BF_HUMAN	9606.ENSP00000389289;
Q96F25	ALG14_HUMAN	9606.ENSP00000359224;
Q9UKV5	AMFR_HUMAN	9606.ENSP00000290649;
P09972	ALDOC_HUMAN	9606.ENSP00000226253;
Q9HCJ1	ANKH_HUMAN	9606.ENSP00000284268;
Q8NFD2	ANKK1_HUMAN	9606.ENSP00000306678;
Q9BY15	AGRE3_HUMAN	9606.ENSP00000253673;
A9YTQ3	AHRR_HUMAN	9606.ENSP00000323816;
P02768	ALBU_HUMAN	9606.ENSP00000295897;
P02760	AMBP_HUMAN	9606.ENSP00000265132;
Q86XL3	ANKL2_HUMAN	9606.ENSP00000350686;
Q3KP44	ANR55_HUMAN	9606.ENSP00000342295;
P01160	ANF_HUMAN	9606.ENSP00000365663;
Q99873	ANM1_HUMAN	9606.ENSP00000406162;
Q9NQ90	ANO2_HUMAN	9606.ENSP00000348453;
P30837	AL1B1_HUMAN	9606.ENSP00000366927;
Q6P6C2	ALKB5_HUMAN	9606.ENSP00000382091;
P28838	AMPL_HUMAN	9606.ENSP00000226299;
P10275	ANDR_HUMAN	9606.ENSP00000363822;
B4E2M5	ANR66_HUMAN	9606.ENSP00000454770;
Q6AI12	ANR40_HUMAN	9606.ENSP00000285243;
P61966	AP1S1_HUMAN	9606.ENSP00000336666;
Q8N8V4	ANS4B_HUMAN	9606.ENSP00000308772;
Q8WVL7	ANR49_HUMAN	9606.ENSP00000440396;
P12429	ANXA3_HUMAN	9606.ENSP00000264908;
Q9GZX7	AICDA_HUMAN	9606.ENSP00000229335;
Q53H80	AKIR2_HUMAN	9606.ENSP00000257787;
O94910	AGRL1_HUMAN	9606.ENSP00000340688;
P24298	ALAT1_HUMAN	9606.ENSP00000378408;
O95490	AGRL2_HUMAN	9606.ENSP00000322270;
Q86UN6	AKA28_HUMAN	9606.ENSP00000360485;
Q96JD6	AKCL2_HUMAN	9606.ENSP00000298375;
P24588	AKAP5_HUMAN	9606.ENSP00000378207;
Q04828	AK1C1_HUMAN	9606.ENSP00000370254;
Q6UXT8	ALKL1_HUMAN	9606.ENSP00000351345;
Q3KRA9	ALKB6_HUMAN	9606.ENSP00000368152;
Q8N7J2	AMER2_HUMAN	9606.ENSP00000426528;
Q15699	ALX1_HUMAN	9606.ENSP00000315417;
P04745	AMY1_HUMAN	9606.ENSP00000359100;
P23582	ANFC_HUMAN	9606.ENSP00000387159;
O95626	AN32D_HUMAN	9606.ENSP00000266594;
Q9NU02	ANKE1_HUMAN	9606.ENSP00000367631;
P01019	ANGT_HUMAN	9606.ENSP00000355627;
Q13155	AIMP2_HUMAN	9606.ENSP00000223029;
Q96B36	AKTS1_HUMAN	9606.ENSP00000375711;
O43572	AKA10_HUMAN	9606.ENSP00000225737;
P43353	AL3B1_HUMAN	9606.ENSP00000473990;
P15121	ALDR_HUMAN	9606.ENSP00000285930;
Q6NS38	ALKB2_HUMAN	9606.ENSP00000398181;
Q86YJ7	AN13B_HUMAN	9606.ENSP00000378328;
Q8N2N9	AN36B_HUMAN	9606.ENSP00000481149;
Q9P2R3	ANFY1_HUMAN	9606.ENSP00000459943;
Q6IWH7	ANO7_HUMAN	9606.ENSP00000274979;
O95996	APCL_HUMAN	9606.ENSP00000442954;
Q9BXS5	AP1M1_HUMAN	9606.ENSP00000388996;
Q9BV10	ALG12_HUMAN	9606.ENSP00000333813;
P30038	AL4A1_HUMAN	9606.ENSP00000364490;
Q3SY69	AL1L2_HUMAN	9606.ENSP00000258494;
Q9Y672	ALG6_HUMAN	9606.ENSP00000360149;
Q92688	AN32B_HUMAN	9606.ENSP00000345848;
Q9H8Y5	ANKZ1_HUMAN	9606.ENSP00000321617;
Q01433	AMPD2_HUMAN	9606.ENSP00000256578;
Q9UJX6	ANC2_HUMAN	9606.ENSP00000314004;
Q92527	ANKR7_HUMAN	9606.ENSP00000349612;
Q9Y5C1	ANGL3_HUMAN	9606.ENSP00000360170;
O75106	AOC2_HUMAN	9606.ENSP00000253799;
Q32M45	ANO4_HUMAN	9606.ENSP00000376703;
Q6P6B7	ANR16_HUMAN	9606.ENSP00000369436;
Q9NVM4	ANM7_HUMAN	9606.ENSP00000343103;
Q9UJ72	ANX10_HUMAN	9606.ENSP00000352248;
Q13023	AKAP6_HUMAN	9606.ENSP00000280979;
P47895	AL1A3_HUMAN	9606.ENSP00000332256;
Q9NXW9	ALKB4_HUMAN	9606.ENSP00000292566;
Q9Y243	AKT3_HUMAN	9606.ENSP00000263826;
Q9H161	ALX4_HUMAN	9606.ENSP00000332744;
P35858	ALS_HUMAN	9606.ENSP00000416683;
Q9UHK6	AMACR_HUMAN	9606.ENSP00000371517;
P23109	AMPD1_HUMAN	9606.ENSP00000430075;
Q6UXH0	ANGL8_HUMAN	9606.ENSP00000479969;
Q9UNK9	ANGE1_HUMAN	9606.ENSP00000251089;
Q9BTT0	AN32E_HUMAN	9606.ENSP00000463154;
Q7Z5J8	ANKAR_HUMAN	9606.ENSP00000427882;
Q15389	ANGP1_HUMAN	9606.ENSP00000428340;
Q69YU3	AN34A_HUMAN	9606.ENSP00000475189;
P20073	ANXA7_HUMAN	9606.ENSP00000362010;
Q86W74	ANR46_HUMAN	9606.ENSP00000429015;
P56377	AP1S2_HUMAN	9606.ENSP00000444957;
Q6UX46	ALKL2_HUMAN	9606.ENSP00000384604;
Q8N6M5	ALLC_HUMAN	9606.ENSP00000252505;
P31751	AKT2_HUMAN	9606.ENSP00000375892;
Q9BXJ7	AMNLS_HUMAN	9606.ENSP00000299155;
O95076	ALX3_HUMAN	9606.ENSP00000358807;
P49418	AMPH_HUMAN	9606.ENSP00000348602;
Q8IWZ3	ANKH1_HUMAN	9606.ENSP00000354085;
Q9BXX3	AN30A_HUMAN	9606.ENSP00000354432;
Q9BXX2	AN30B_HUMAN	9606.ENSP00000351875;
A6NC57	ANR62_HUMAN	9606.ENSP00000467740;
Q9UPS8	ANR26_HUMAN	9606.ENSP00000365255;
Q96BM1	ANKR9_HUMAN	9606.ENSP00000286918;
Q6ZW76	ANKS3_HUMAN	9606.ENSP00000304586;
Q96PC3	AP1S3_HUMAN	9606.ENSP00000379891;
A5YM69	ARG35_HUMAN	9606.ENSP00000367355;
P05089	ARGI1_HUMAN	9606.ENSP00000349446;
P78540	ARGI2_HUMAN	9606.ENSP00000261783;
Q9BZP6	CHIA_HUMAN	9606.ENSP00000358755;
P52757	CHIO_HUMAN	9606.ENSP00000222792;
Q13231	CHIT1_HUMAN	9606.ENSP00000356198;
P35790	CHKA_HUMAN	9606.ENSP00000265689;
P27540	ARNT_HUMAN	9606.ENSP00000351407;
Q7LBR1	CHM1B_HUMAN	9606.ENSP00000432279;
Q9BY43	CHM4A_HUMAN	9606.ENSP00000324205;
Q9H444	CHM4B_HUMAN	9606.ENSP00000217402;
Q96CF2	CHM4C_HUMAN	9606.ENSP00000297265;
Q9H2X0	CHRD_HUMAN	9606.ENSP00000204604;
Q70JA7	CHSS3_HUMAN	9606.ENSP00000302629;
O43916	CHST1_HUMAN	9606.ENSP00000309270;
Q9Y4C5	CHST2_HUMAN	9606.ENSP00000307911;
Q7LGC8	CHST3_HUMAN	9606.ENSP00000362207;
O43529	CHSTA_HUMAN	9606.ENSP00000264249;
Q9NPF2	CHSTB_HUMAN	9606.ENSP00000305725;
Q9NRB3	CHSTC_HUMAN	9606.ENSP00000481912;
Q7LFX5	CHSTF_HUMAN	9606.ENSP00000402394;
Q9BUX1	CHAC1_HUMAN	9606.ENSP00000398105;
Q8WUX2	CHAC2_HUMAN	9606.ENSP00000295304;
Q6NUI6	CHADL_HUMAN	9606.ENSP00000216241;
O15335	CHAD_HUMAN	9606.ENSP00000423812;
Q96JM3	CHAP1_HUMAN	9606.ENSP00000354730;
O14497	ARI1A_HUMAN	9606.ENSP00000320485;
Q96DR7	ARHGQ_HUMAN	9606.ENSP00000348828;
Q8NDY3	ARHL1_HUMAN	9606.ENSP00000364567;
A6NKF2	ARI3C_HUMAN	9606.ENSP00000368189;
Q14865	ARI5B_HUMAN	9606.ENSP00000279873;
Q8NE62	CHDH_HUMAN	9606.ENSP00000319851;
Q6T311	ARL9_HUMAN	9606.ENSP00000353210;
Q8IWX8	CHERP_HUMAN	9606.ENSP00000439856;
Q8IUR7	ARMC8_HUMAN	9606.ENSP00000420333;
Q8NEN0	ARMC2_HUMAN	9606.ENSP00000376417;
Q5W041	ARMC3_HUMAN	9606.ENSP00000298032;
Q6PIY5	ARMD1_HUMAN	9606.ENSP00000420716;
Q5T2E6	ARMD3_HUMAN	9606.ENSP00000359050;
Q86TY3	ARMD4_HUMAN	9606.ENSP00000267485;
Q7L311	ARMX2_HUMAN	9606.ENSP00000331662;
Q5H9R4	ARMX4_HUMAN	9606.ENSP00000404304;
Q6P1M9	ARMX5_HUMAN	9606.ENSP00000474720;
Q7L4S7	ARMX6_HUMAN	9606.ENSP00000444537;
Q9P291	ARMX1_HUMAN	9606.ENSP00000361917;
Q96EP1	CHFR_HUMAN	9606.ENSP00000392395;
O14757	CHK1_HUMAN	9606.ENSP00000388648;
Q9HBZ2	ARNT2_HUMAN	9606.ENSP00000307479;
Q9Y259	CHKB_HUMAN	9606.ENSP00000384400;
Q9HD42	CHM1A_HUMAN	9606.ENSP00000380998;
O43633	CHM2A_HUMAN	9606.ENSP00000469240;
Q9UQN3	CHM2B_HUMAN	9606.ENSP00000263780;
Q9Y3E7	CHMP3_HUMAN	9606.ENSP00000474823;
Q96IL0	APOP1_HUMAN	9606.ENSP00000386485;
Q6Q788	APOA5_HUMAN	9606.ENSP00000445002;
Q13794	APR_HUMAN	9606.ENSP00000326119;
Q5H913	AR13A_HUMAN	9606.ENSP00000398637;
P35626	ARBK2_HUMAN	9606.ENSP00000317578;
Q13795	ARFRP_HUMAN	9606.ENSP00000483486;
Q9NP61	ARFG3_HUMAN	9606.ENSP00000263245;
Q8N2F6	ARM10_HUMAN	9606.ENSP00000319412;
Q5T9G4	ARM12_HUMAN	9606.ENSP00000288065;
Q9NVT9	ARMC1_HUMAN	9606.ENSP00000276569;
Q7Z3E5	ARMC9_HUMAN	9606.ENSP00000484804;
Q5T2S8	ARMC4_HUMAN	9606.ENSP00000306410;
Q96C12	ARMC5_HUMAN	9606.ENSP00000386125;
Q6NXE6	ARMC6_HUMAN	9606.ENSP00000444156;
Q9H6L4	ARMC7_HUMAN	9606.ENSP00000245543;
Q9UH62	ARMX3_HUMAN	9606.ENSP00000340672;
P15882	CHIN_HUMAN	9606.ENSP00000386741;
Q9UNE7	CHIP_HUMAN	9606.ENSP00000219548;
P84077	ARF1_HUMAN	9606.ENSP00000440005;
A6NJG6	ARGFX_HUMAN	9606.ENSP00000335578;
Q9NWB6	ARGL1_HUMAN	9606.ENSP00000383059;
Q8NFD5	ARI1B_HUMAN	9606.ENSP00000344546;
Q9Y4X5	ARI1_HUMAN	9606.ENSP00000369217;
O95376	ARI2_HUMAN	9606.ENSP00000348769;
Q99856	ARI3A_HUMAN	9606.ENSP00000263620;
P29374	ARI4A_HUMAN	9606.ENSP00000347602;
Q9Y4B4	ARIP4_HUMAN	9606.ENSP00000386520;
O43488	ARK72_HUMAN	9606.ENSP00000235835;
Q0P5N6	ARL16_HUMAN	9606.ENSP00000380635;
Q8IVW1	ARL17_HUMAN	9606.ENSP00000404247;
P36405	ARL3_HUMAN	9606.ENSP00000260746;
P40617	ARL4A_HUMAN	9606.ENSP00000379898;
P56559	ARL4C_HUMAN	9606.ENSP00000339754;
P49703	ARL4D_HUMAN	9606.ENSP00000322628;
Q9Y689	ARL5A_HUMAN	9606.ENSP00000295087;
Q96KC2	ARL5B_HUMAN	9606.ENSP00000366487;
A6NH57	ARL5C_HUMAN	9606.ENSP00000269586;
Q96BM9	ARL8A_HUMAN	9606.ENSP00000272217;
Q9NVJ2	ARL8B_HUMAN	9606.ENSP00000256496;
P04424	ARLY_HUMAN	9606.ENSP00000307188;
P0C7Q2	ARMS2_HUMAN	9606.ENSP00000436682;
Q9H993	ARMT1_HUMAN	9606.ENSP00000356263;
Q15041	AR6P1_HUMAN	9606.ENSP00000306788;
Q8NBQ7	AQP11_HUMAN	9606.ENSP00000318770;
Q8N4T4	ARG39_HUMAN	9606.ENSP00000367638;
O95992	CH25H_HUMAN	9606.ENSP00000360918;
P10809	CH60_HUMAN	9606.ENSP00000373620;
Q92974	ARHG2_HUMAN	9606.ENSP00000354837;
Q9NR81	ARHG3_HUMAN	9606.ENSP00000341071;
Q9NR80	ARHG4_HUMAN	9606.ENSP00000316845;
Q12774	ARHG5_HUMAN	9606.ENSP00000056217;
Q7Z628	ARHG8_HUMAN	9606.ENSP00000347134;
O43307	ARHG9_HUMAN	9606.ENSP00000253401;
O94989	ARHGF_HUMAN	9606.ENSP00000355026;
Q5VV41	ARHGG_HUMAN	9606.ENSP00000367629;
Q8IW93	ARHGJ_HUMAN	9606.ENSP00000270747;
Q86VW2	ARHGP_HUMAN	9606.ENSP00000335560;
Q9NX46	ARHL2_HUMAN	9606.ENSP00000362273;
Q8IVW6	ARI3B_HUMAN	9606.ENSP00000343126;
Q5SW96	ARH_HUMAN	9606.ENSP00000363458;
Q4LE39	ARI4B_HUMAN	9606.ENSP00000264183;
Q03989	ARI5A_HUMAN	9606.ENSP00000350078;
Q68CP9	ARID2_HUMAN	9606.ENSP00000335044;
O95154	ARK73_HUMAN	9606.ENSP00000355377;
Q8N8L6	ARL10_HUMAN	9606.ENSP00000308496;
Q969Q4	ARL11_HUMAN	9606.ENSP00000282026;
Q8N4G2	ARL14_HUMAN	9606.ENSP00000323847;
Q9NXU5	ARL15_HUMAN	9606.ENSP00000433427;
P40616	ARL1_HUMAN	9606.ENSP00000261636;
P36404	ARL2_HUMAN	9606.ENSP00000246747;
Q9H0F7	ARL6_HUMAN	9606.ENSP00000337722;
Q5VV63	ATRN1_HUMAN	9606.ENSP00000347152;
O75882	ATRN_HUMAN	9606.ENSP00000262919;
O95450	ATS2_HUMAN	9606.ENSP00000251582;
O15072	ATS3_HUMAN	9606.ENSP00000286657;
Q9UNA0	ATS5_HUMAN	9606.ENSP00000284987;
Q9UKP5	ATS6_HUMAN	9606.ENSP00000370443;
Q13535	ATR_HUMAN	9606.ENSP00000343741;
P58397	ATS12_HUMAN	9606.ENSP00000422554;
P17735	ATTY_HUMAN	9606.ENSP00000348234;
Q8TE58	ATS15_HUMAN	9606.ENSP00000299164;
Q8WWM7	ATX2L_HUMAN	9606.ENSP00000378917;
Q9H7T9	AUNIP_HUMAN	9606.ENSP00000443647;
O14965	AURKA_HUMAN	9606.ENSP00000216911;
Q9NQS1	AVEN_HUMAN	9606.ENSP00000306822;
Q8NBF6	AVL9_HUMAN	9606.ENSP00000315568;
Q8N6H7	ARFG2_HUMAN	9606.ENSP00000434442;
P36222	CH3L1_HUMAN	9606.ENSP00000255409;
Q8TF62	AT8B4_HUMAN	9606.ENSP00000284509;
Q6PL18	ATAD2_HUMAN	9606.ENSP00000287394;
Q96QE3	ATAD5_HUMAN	9606.ENSP00000313171;
Q5SQI0	ATAT_HUMAN	9606.ENSP00000327832;
Q06055	AT5G2_HUMAN	9606.ENSP00000377878;
P48201	AT5G3_HUMAN	9606.ENSP00000284727;
Q86WG3	ATCAY_HUMAN	9606.ENSP00000390941;
Q5T9A4	ATD3B_HUMAN	9606.ENSP00000311766;
O76031	CLPX_HUMAN	9606.ENSP00000300107;
P18850	ATF6A_HUMAN	9606.ENSP00000356919;
Q99941	ATF6B_HUMAN	9606.ENSP00000364349;
P17544	ATF7_HUMAN	9606.ENSP00000399465;
P58418	CLRN1_HUMAN	9606.ENSP00000329158;
Q2TAZ0	ATG2A_HUMAN	9606.ENSP00000366475;
P23946	CMA1_HUMAN	9606.ENSP00000250378;
Q9NT62	ATG3_HUMAN	9606.ENSP00000283290;
Q8WYN0	ATG4A_HUMAN	9606.ENSP00000361306;
Q9UJS0	CMC2_HUMAN	9606.ENSP00000400101;
Q9H1Y0	ATG5_HUMAN	9606.ENSP00000358072;
P10645	CMGA_HUMAN	9606.ENSP00000216492;
Q8IY22	CMIP_HUMAN	9606.ENSP00000446100;
Q7Z624	CMKMT_HUMAN	9606.ENSP00000367755;
Q99788	CML1_HUMAN	9606.ENSP00000311733;
Q7Z3C6	ATG9A_HUMAN	9606.ENSP00000386710;
Q8WXF7	ATLA1_HUMAN	9606.ENSP00000351155;
Q8N100	ATOH7_HUMAN	9606.ENSP00000362777;
Q96SQ7	ATOH8_HUMAN	9606.ENSP00000304676;
Q9Y6H3	ATP23_HUMAN	9606.ENSP00000300145;
P20648	ATP4A_HUMAN	9606.ENSP00000262623;
P56381	ATP5E_HUMAN	9606.ENSP00000243997;
O75947	ATP5H_HUMAN	9606.ENSP00000301587;
O75964	ATP5L_HUMAN	9606.ENSP00000300688;
P56378	ATP68_HUMAN	9606.ENSP00000401770;
Q9NSA3	CNBP1_HUMAN	9606.ENSP00000366474;
Q9BPX3	CND3_HUMAN	9606.ENSP00000251496;
P42695	CNDD3_HUMAN	9606.ENSP00000433681;
Q9BYD5	CNFN_HUMAN	9606.ENSP00000222032;
Q9NQW8	CNGB3_HUMAN	9606.ENSP00000316605;
Q8TBE1	CNIH3_HUMAN	9606.ENSP00000272133;
Q9P003	CNIH4_HUMAN	9606.ENSP00000420443;
Q8WXI2	CNKR2_HUMAN	9606.ENSP00000368824;
Q6P9H4	CNKR3_HUMAN	9606.ENSP00000475915;
P35670	ATP7B_HUMAN	9606.ENSP00000242839;
Q9NRU3	CNNM1_HUMAN	9606.ENSP00000349147;
O43861	ATP9B_HUMAN	9606.ENSP00000398076;
Q6P4Q7	CNNM4_HUMAN	9606.ENSP00000366275;
Q3B7I2	CNPY1_HUMAN	9606.ENSP00000317439;
P18545	CNRG_HUMAN	9606.ENSP00000328412;
Q9P232	CNTN3_HUMAN	9606.ENSP00000263665;
Q32M92	CO032_HUMAN	9606.ENSP00000330267;
Q6ZRI6	CO039_HUMAN	9606.ENSP00000353854;
P02461	CO3A1_HUMAN	9606.ENSP00000304408;
P01024	CO3_HUMAN	9606.ENSP00000245907;
Q01955	CO4A3_HUMAN	9606.ENSP00000379823;
P53420	CO4A4_HUMAN	9606.ENSP00000379866;
P05997	CO5A2_HUMAN	9606.ENSP00000364000;
P20849	CO9A1_HUMAN	9606.ENSP00000349790;
O94973	AP2A2_HUMAN	9606.ENSP00000327694;
P05090	APOD_HUMAN	9606.ENSP00000345179;
O14791	APOL1_HUMAN	9606.ENSP00000317674;
Q92747	ARC1A_HUMAN	9606.ENSP00000262942;
Q7LC44	ARC_HUMAN	9606.ENSP00000349022;
P09496	CLCA_HUMAN	9606.ENSP00000242285;
Q13510	ASAH1_HUMAN	9606.ENSP00000371152;
Q8WXJ9	ASB17_HUMAN	9606.ENSP00000284142;
P09497	CLCB_HUMAN	9606.ENSP00000309415;
Q9Y575	ASB3_HUMAN	9606.ENSP00000313756;
Q9Y574	ASB4_HUMAN	9606.ENSP00000321388;
Q96S66	CLCC1_HUMAN	9606.ENSP00000349456;
Q8WWX0	ASB5_HUMAN	9606.ENSP00000296525;
Q9H672	ASB7_HUMAN	9606.ENSP00000328327;
Q9H765	ASB8_HUMAN	9606.ENSP00000320893;
P51795	CLCN5_HUMAN	9606.ENSP00000365256;
P51797	CLCN6_HUMAN	9606.ENSP00000234488;
P51798	CLCN7_HUMAN	9606.ENSP00000372193;
Q8N6F1	CLD19_HUMAN	9606.ENSP00000296387;
O95832	CLD1_HUMAN	9606.ENSP00000295522;
P07307	ASGR2_HUMAN	9606.ENSP00000347140;
Q7L266	ASGL1_HUMAN	9606.ENSP00000400057;
P07306	ASGR1_HUMAN	9606.ENSP00000269299;
O95484	CLD9_HUMAN	9606.ENSP00000398017;
Q9NY35	CLDN1_HUMAN	9606.ENSP00000421226;
Q8NHS1	CLDN2_HUMAN	9606.ENSP00000291715;
P46597	ASMT_HUMAN	9606.ENSP00000370639;
O95833	CLIC3_HUMAN	9606.ENSP00000419378;
